og003;Abarth; Certified Intenders/Automotive/Makes/Abarth;Users who have shown intent to purchase Abarth related products/services
og004;Acura; Certified Intenders/Automotive/Makes/Acura;Users who have shown intent to purchase Acura related products/services
og005;Aixam; Certified Intenders/Automotive/Makes/Aixam;Users who have shown intent to purchase Aixam related products/services
og006;Alfa Romeo; Certified Intenders/Automotive/Makes/Alfa Romeo;Users who have shown intent to purchase Alfa Romeo related products/services
og007;American Motors; Certified Intenders/Automotive/Makes/American Motors;Users who have shown intent to purchase American Motors related products/services
og009;Aston Martin; Certified Intenders/Automotive/Makes/Aston Martin;Users who have shown intent to purchase Aston Martin related products/services
og010;Auburn; Certified Intenders/Automotive/Makes/Auburn;Users who have shown intent to purchase Auburn related products/services
og012;Austin Healey; Certified Intenders/Automotive/Makes/Austin Healey;Users who have shown intent to purchase Austin Healey related products/services
og013;Bentley; Certified Intenders/Automotive/Makes/Bentley;Users who have shown intent to purchase Bentley related products/services
og015;Bugatti; Certified Intenders/Automotive/Makes/Bugatti;Users who have shown intent to purchase Bugatti related products/services
og016;Buick; Certified Intenders/Automotive/Makes/Buick;Users who have shown intent to purchase Buick related products/services
og017;Cadillac; Certified Intenders/Automotive/Makes/Cadillac;Users who have shown intent to purchase Cadillac related products/services
og018;Chevrolet; Certified Intenders/Automotive/Makes/Chevrolet;Users who have shown intent to purchase Chevrolet related products/services
og019;Chrysler; Certified Intenders/Automotive/Makes/Chrysler;Users who have shown intent to purchase Chrysler related products/services
og020;Citroen; Certified Intenders/Automotive/Makes/Citroen;Users who have shown intent to purchase Citroen related products/services
og021;Dacia; Certified Intenders/Automotive/Makes/Dacia;Users who have shown intent to purchase Dacia related products/services
og022;Daewoo; Certified Intenders/Automotive/Makes/Daewoo;Users who have shown intent to purchase Daewoo related products/services
og023;Daihatsu; Certified Intenders/Automotive/Makes/Daihatsu;Users who have shown intent to purchase Daihatsu related products/services
og024;Datsun; Certified Intenders/Automotive/Makes/Datsun;Users who have shown intent to purchase Datsun related products/services
og026;DeLorean/DMC; Certified Intenders/Automotive/Makes/DeLorean/DMC;Users who have shown intent to purchase DeLorean/DMC related products/services
og027;DeSoto; Certified Intenders/Automotive/Makes/DeSoto;Users who have shown intent to purchase DeSoto related products/services
og028;Dodge; Certified Intenders/Automotive/Makes/Dodge;Users who have shown intent to purchase Dodge related products/services
og030;Ferrari; Certified Intenders/Automotive/Makes/Ferrari;Users who have shown intent to purchase Ferrari related products/services
og031;Fiat; Certified Intenders/Automotive/Makes/Fiat;Users who have shown intent to purchase Fiat related products/services
og034;GMC; Certified Intenders/Automotive/Makes/GMC;Users who have shown intent to purchase GMC related products/services
og035;Holden; Certified Intenders/Automotive/Makes/Holden;Users who have shown intent to purchase Holden related products/services
og036;Honda; Certified Intenders/Automotive/Makes/Honda;Users who have shown intent to purchase Honda related products/services
og037;Hummer; Certified Intenders/Automotive/Makes/Hummer;Users who have shown intent to purchase Hummer related products/services
og038;Hyundai; Certified Intenders/Automotive/Makes/Hyundai;Users who have shown intent to purchase Hyundai related products/services
og039;Infiniti; Certified Intenders/Automotive/Makes/Infiniti;Users who have shown intent to purchase Infiniti related products/services
og041;Isuzu; Certified Intenders/Automotive/Makes/Isuzu;Users who have shown intent to purchase Isuzu related products/services
og042;Jaguar; Certified Intenders/Automotive/Makes/Jaguar;Users who have shown intent to purchase Jaguar related products/services
og045;Koenigsegg; Certified Intenders/Automotive/Makes/Koenigsegg;Users who have shown intent to purchase Koenigsegg related products/services
og043;Jeep; Certified Intenders/Automotive/Makes/Jeep;Users who have shown intent to purchase Jeep related products/services
og044;Kia; Certified Intenders/Automotive/Makes/Kia;Users who have shown intent to purchase Kia related products/services
og047;Lamborghini; Certified Intenders/Automotive/Makes/Lamborghini;Users who have shown intent to purchase Lamborghini related products/services
og046;Lada; Certified Intenders/Automotive/Makes/Lada;Users who have shown intent to purchase Lada related products/services
og048;Lancia; Certified Intenders/Automotive/Makes/Lancia;Users who have shown intent to purchase Lancia related products/services
og049;Land Rover; Certified Intenders/Automotive/Makes/Land Rover;Users who have shown intent to purchase Land Rover related products/services
og050;Lexus; Certified Intenders/Automotive/Makes/Lexus;Users who have shown intent to purchase Lexus related products/services
og052;Lotus; Certified Intenders/Automotive/Makes/Lotus;Users who have shown intent to purchase Lotus related products/services
og053;Maserati; Certified Intenders/Automotive/Makes/Maserati;Users who have shown intent to purchase Maserati related products/services
og054;Maybach; Certified Intenders/Automotive/Makes/Maybach;Users who have shown intent to purchase Maybach related products/services
og055;Mazda; Certified Intenders/Automotive/Makes/Mazda;Users who have shown intent to purchase Mazda related products/services
og056;McLaren; Certified Intenders/Automotive/Makes/McLaren;Users who have shown intent to purchase McLaren related products/services
og057;Mercedes Benz; Certified Intenders/Automotive/Makes/Mercedes Benz;Users who have shown intent to purchase Mercedes Benz related products/services
og059;MINI; Certified Intenders/Automotive/Makes/MINI;Users who have shown intent to purchase MINI related products/services
og063;Nissan; Certified Intenders/Automotive/Makes/Nissan;Users who have shown intent to purchase Nissan related products/services
og062;Nash; Certified Intenders/Automotive/Makes/Nash;Users who have shown intent to purchase Nash related products/services
og060;Mitsubishi; Certified Intenders/Automotive/Makes/Mitsubishi;Users who have shown intent to purchase Mitsubishi related products/services
og064;Oldsmobile; Certified Intenders/Automotive/Makes/Oldsmobile;Users who have shown intent to purchase Oldsmobile related products/services
og066;Pagani; Certified Intenders/Automotive/Makes/Pagani;Users who have shown intent to purchase Pagani related products/services
og067;Panoz; Certified Intenders/Automotive/Makes/Panoz;Users who have shown intent to purchase Panoz related products/services
og071;Pontiac; Certified Intenders/Automotive/Makes/Pontiac;Users who have shown intent to purchase Pontiac related products/services
og072;Porsche; Certified Intenders/Automotive/Makes/Porsche;Users who have shown intent to purchase Porsche related products/services
og073;Proton; Certified Intenders/Automotive/Makes/Proton;Users who have shown intent to purchase Proton related products/services
og074;Ram; Certified Intenders/Automotive/Makes/Ram;Users who have shown intent to purchase Ram related products/services
og076;Rolls Royce; Certified Intenders/Automotive/Makes/Rolls Royce;Users who have shown intent to purchase Rolls Royce related products/services
og077;Saab; Certified Intenders/Automotive/Makes/Saab;Users who have shown intent to purchase Saab related products/services
og078;Saleen; Certified Intenders/Automotive/Makes/Saleen;Users who have shown intent to purchase Saleen related products/services
og081;SEAT; Certified Intenders/Automotive/Makes/SEAT;Users who have shown intent to purchase SEAT related products/services
og080;Scion; Certified Intenders/Automotive/Makes/Scion;Users who have shown intent to purchase Scion related products/services
og082;Shelby; Certified Intenders/Automotive/Makes/Shelby;Users who have shown intent to purchase Shelby related products/services
og083;Skoda; Certified Intenders/Automotive/Makes/Skoda;Users who have shown intent to purchase Skoda related products/services
og084;Smart; Certified Intenders/Automotive/Makes/Smart;Users who have shown intent to purchase Smart related products/services
og085;Spyker; Certified Intenders/Automotive/Makes/Spyker;Users who have shown intent to purchase Spyker related products/services
og087;Studebaker; Certified Intenders/Automotive/Makes/Studebaker;Users who have shown intent to purchase Studebaker related products/services
og088;Subaru; Certified Intenders/Automotive/Makes/Subaru;Users who have shown intent to purchase Subaru related products/services
og089;Suzuki; Certified Intenders/Automotive/Makes/Suzuki;Users who have shown intent to purchase Suzuki related products/services
og090;Tesla; Certified Intenders/Automotive/Makes/Tesla;Users who have shown intent to purchase Tesla related products/services
og091;Toyota; Certified Intenders/Automotive/Makes/Toyota;Users who have shown intent to purchase Toyota related products/services
og092;Triumph; Certified Intenders/Automotive/Makes/Triumph;Users who have shown intent to purchase Triumph related products/services
og094;Volvo; Certified Intenders/Automotive/Makes/Volvo;Users who have shown intent to purchase Volvo related products/services
og095;Willys; Certified Intenders/Automotive/Makes/Willys;Users who have shown intent to purchase Willys related products/services
og098;; Certified Intenders/Travel/Air Travel;Users who have shown intent to purchase Air Travel related services
og166;; Demographic Insights/Languages/Polish Speakers;High confidence Polish Speakers
og184;;App Ownership/Apps/Medical;Users with higher than average installed Medical apps
og207;;App Ownership/Games/Music;Users with higher than average installed Music games
og220;; Brand Affinity/Advance Auto Parts;Users who have shown high brand affinity with Advance Auto Parts
og221;; Brand Affinity/Aeropostale;Users who have shown high brand affinity with Aeropostale
og224;; Brand Affinity/American Airlines;Users who have shown high brand affinity with American Airlines
og225;; Brand Affinity/American Eagle Outfitters;Users who have shown high brand affinity with American Eagle Outfitters
og226;; Brand Affinity/American Express;Users who have shown high brand affinity with American Express
og227;; Brand Affinity/Ancestry.com;Users who have shown high brand affinity with Ancestry.com
og228;; Brand Affinity/Anna's Linens;Users who have shown high brand affinity with Anna's Linens
og230;; Brand Affinity/Applebee's;Users who have shown high brand affinity with Applebee's
og231;; Brand Affinity/ASOS;Users who have shown high brand affinity with ASOS
og232;; Brand Affinity/AT&T;Users who have shown high brand affinity with AT&T
og233;; Brand Affinity/Audible;Users who have shown high brand affinity with Audible
og235;; Brand Affinity/Autotrader;Users who have shown high brand affinity with Autotrader
og236;; Brand Affinity/AutoZone;Users who have shown high brand affinity with AutoZone
og238;; Brand Affinity/Barnes & Noble;Users who have shown high brand affinity with Barnes & Noble
og240;; Brand Affinity/Bath & Body Works;Users who have shown high brand affinity with Bath & Body Works
og239;; Brand Affinity/Bass Pro Shops;Users who have shown high brand affinity with Bass Pro Shops
og242;; Brand Affinity/Bed Bath & Beyond;Users who have shown high brand affinity with Bed Bath & Beyond
og246;; Brand Affinity/BJ's Wholesale Club;Users who have shown high brand affinity with BJ's Wholesale Club
og243;; Brand Affinity/Best Buy;Users who have shown high brand affinity with Best Buy
og247;; Brand Affinity/Blair;Users who have shown high brand affinity with Blair
og245;; Brand Affinity/Beyond.com;Users who have shown high brand affinity with Beyond.com
og248;; Brand Affinity/Bloomingdale's;Users who have shown high brand affinity with Bloomingdale's
og251;; Brand Affinity/CafePress;Users who have shown high brand affinity with CafePress
og249;; Brand Affinity/Buckle;Users who have shown high brand affinity with Buckle
og252;; Brand Affinity/Capital One;Users who have shown high brand affinity with Capital One
og250;; Brand Affinity/Cabela's;Users who have shown high brand affinity with Cabela's
og253;; Brand Affinity/Carter's;Users who have shown high brand affinity with Carter's
og254;; Brand Affinity/Charlotte Russe;Users who have shown high brand affinity with Charlotte Russe
og256;; Brand Affinity/Cheapflights;Users who have shown high brand affinity with Cheapflights
og257;; Brand Affinity/Chilis;Users who have shown high brand affinity with Chilis
og255;; Brand Affinity/Chase;Users who have shown high brand affinity with Chase
og258;; Brand Affinity/Choice Hotels;Users who have shown high brand affinity with Choice Hotels
og259;; Brand Affinity/Cinemark;Users who have shown high brand affinity with Cinemark
og260;; Brand Affinity/Coach;Users who have shown high brand affinity with Coach
og261;; Brand Affinity/Costco;Users who have shown high brand affinity with Costco
og262;; Brand Affinity/Coupons.com;Users who have shown high brand affinity with Coupons.com
og263;; Brand Affinity/CVS/pharmacy;Users who have shown high brand affinity with CVS/pharmacy
og264;; Brand Affinity/Dell Home & Home Office;Users who have shown high brand affinity with Dell Home & Home Office
og265;; Brand Affinity/Delta;Users who have shown high brand affinity with Delta
og266;; Brand Affinity/Diapers.com;Users who have shown high brand affinity with Diapers.com
og267;; Brand Affinity/Dick's Sporting Goods;Users who have shown high brand affinity with Dick's Sporting Goods
og268;; Brand Affinity/Dillard's;Users who have shown high brand affinity with Dillard's
og269;; Brand Affinity/DIRECTV;Users who have shown high brand affinity with DIRECTV
og270;; Brand Affinity/Discovery Channel Store;Users who have shown high brand affinity with Discovery Channel Store
og272;; Brand Affinity/Dollar General;Users who have shown high brand affinity with Dollar General
og273;; Brand Affinity/Dollar Tree;Users who have shown high brand affinity with Dollar Tree
og274;; Brand Affinity/Domino's Pizza;Users who have shown high brand affinity with Domino's Pizza
og275;; Brand Affinity/DrJays;Users who have shown high brand affinity with DrJays
og276;; Brand Affinity/DSW;Users who have shown high brand affinity with DSW
og277;; Brand Affinity/Dunkin' Donuts;Users who have shown high brand affinity with Dunkin' Donuts
og278;; Brand Affinity/Eastbay;Users who have shown high brand affinity with Eastbay
og280;; Brand Affinity/Edible Arrangements;Users who have shown high brand affinity with Edible Arrangements
og281;; Brand Affinity/Enterprise Rent-A-Car;Users who have shown high brand affinity with Enterprise Rent-A-Car
og282;; Brand Affinity/Etsy;Users who have shown high brand affinity with Etsy
og283;; Brand Affinity/EverSave;Users who have shown high brand affinity with EverSave
og284;; Brand Affinity/Expedia;Users who have shown high brand affinity with Expedia
og286;; Brand Affinity/Famous Footwear;Users who have shown high brand affinity with Famous Footwear
og287;; Brand Affinity/Fandango;Users who have shown high brand affinity with Fandango
og288;; Brand Affinity/Fingerhut;Users who have shown high brand affinity with Fingerhut
og289;; Brand Affinity/Finish Line;Users who have shown high brand affinity with Finish Line
og290;; Brand Affinity/Foot Locker;Users who have shown high brand affinity with Foot Locker
og291;; Brand Affinity/Forever 21;Users who have shown high brand affinity with Forever 21
og292;; Brand Affinity/FragranceNet.com;Users who have shown high brand affinity with FragranceNet.com
og293;; Brand Affinity/Fry's;Users who have shown high brand affinity with Fry's
og294;; Brand Affinity/GameStop;Users who have shown high brand affinity with GameStop
og295;; Brand Affinity/Gap;Users who have shown high brand affinity with Gap
og296;; Brand Affinity/GNC;Users who have shown high brand affinity with GNC
og299;; Brand Affinity/Guitar Center;Users who have shown high brand affinity with Guitar Center
og300;; Brand Affinity/Gymboree;Users who have shown high brand affinity with Gymboree
og302;; Brand Affinity/H&R Block At Home;Users who have shown high brand affinity with H&R Block At Home
og303;; Brand Affinity/HauteLook;Users who have shown high brand affinity with HauteLook
og304;; Brand Affinity/Hayneedle;Users who have shown high brand affinity with Hayneedle
og305;; Brand Affinity/Hilton;Users who have shown high brand affinity with Hilton
og307;; Brand Affinity/Hot Topic;Users who have shown high brand affinity with Hot Topic
og308;; Brand Affinity/Hotels.com;Users who have shown high brand affinity with Hotels.com
og309;; Brand Affinity/Hotwire;Users who have shown high brand affinity with Hotwire
og311;; Brand Affinity/HSN;Users who have shown high brand affinity with HSN
og312;; Brand Affinity/ideeli;Users who have shown high brand affinity with ideeli
og313;; Brand Affinity/IHOP;Users who have shown high brand affinity with IHOP
og315;; Brand Affinity/JCPenney;Users who have shown high brand affinity with JCPenney
og316;; Brand Affinity/JetBlue;Users who have shown high brand affinity with JetBlue
og317;; Brand Affinity/Jo-Ann;Users who have shown high brand affinity with Jo-Ann
og318;; Brand Affinity/Joss & Main;Users who have shown high brand affinity with Joss & Main
og319;; Brand Affinity/JustFab;Users who have shown high brand affinity with JustFab
og320;; Brand Affinity/Justice;Users who have shown high brand affinity with Justice
og321;; Brand Affinity/Kay Jewelers;Users who have shown high brand affinity with Kay Jewelers
og322;; Brand Affinity/Kirkland's Home Decor;Users who have shown high brand affinity with Kirkland's Home Decor
og323;; Brand Affinity/Kmart;Users who have shown high brand affinity with Kmart
og324;; Brand Affinity/Kohl's;Users who have shown high brand affinity with Kohl's
og325;; Brand Affinity/Kroger;Users who have shown high brand affinity with Kroger
og326;; Brand Affinity/Lane Bryant;Users who have shown high brand affinity with Lane Bryant
og328;; Brand Affinity/Levi's;Users who have shown high brand affinity with Levi's
og329;; Brand Affinity/Lids;Users who have shown high brand affinity with Lids
og330;; Brand Affinity/LivingSocial;Users who have shown high brand affinity with LivingSocial
og331;; Brand Affinity/Longhorn Steakhouse;Users who have shown high brand affinity with Longhorn Steakhouse
og333;; Brand Affinity/Macy's;Users who have shown high brand affinity with Macy's
og334;; Brand Affinity/Marriott;Users who have shown high brand affinity with Marriott
og336;; Brand Affinity/Maurices;Users who have shown high brand affinity with Maurices
og337;; Brand Affinity/Meijer;Users who have shown high brand affinity with Meijer
og338;; Brand Affinity/Michael's;Users who have shown high brand affinity with Michael's
og339;; Brand Affinity/Mint.com;Users who have shown high brand affinity with Mint.com
og340;; Brand Affinity/MLB.com;Users who have shown high brand affinity with MLB.com
og341;; Brand Affinity/ModCloth;Users who have shown high brand affinity with ModCloth
og342;; Brand Affinity/Montgomery Ward;Users who have shown high brand affinity with Montgomery Ward
og347;; Brand Affinity/Neiman Marcus;Users who have shown high brand affinity with Neiman Marcus
og345;; Brand Affinity/National Geographic;Users who have shown high brand affinity with National Geographic
og349;; Brand Affinity/New Balance;Users who have shown high brand affinity with New Balance
og350;; Brand Affinity/New York & Company;Users who have shown high brand affinity with New York & Company
og351;; Brand Affinity/Newegg;Users who have shown high brand affinity with Newegg
og354;; Brand Affinity/No More Rack;Users who have shown high brand affinity with No More Rack
og355;; Brand Affinity/Nordstrom;Users who have shown high brand affinity with Nordstrom
og356;; Brand Affinity/Office Depot;Users who have shown high brand affinity with Office Depot
og357;; Brand Affinity/Old Navy;Users who have shown high brand affinity with Old Navy
og358;; Brand Affinity/Olive Garden;Users who have shown high brand affinity with Olive Garden
og359;; Brand Affinity/OneStopPlus;Users who have shown high brand affinity with OneStopPlus
og361;; Brand Affinity/Oriental Trading Company;Users who have shown high brand affinity with Oriental Trading Company
og360;; Brand Affinity/Orbitz;Users who have shown high brand affinity with Orbitz
og362;; Brand Affinity/Outback Steakhouse;Users who have shown high brand affinity with Outback Steakhouse
og363;; Brand Affinity/Overstock;Users who have shown high brand affinity with Overstock
og364;; Brand Affinity/Papa John's;Users who have shown high brand affinity with Papa John's
og365;; Brand Affinity/Party City Store;Users who have shown high brand affinity with Party City Store
og366;; Brand Affinity/Payless Shoes;Users who have shown high brand affinity with Payless Shoes
og367;; Brand Affinity/PETCO;Users who have shown high brand affinity with PETCO
og368;; Brand Affinity/PetSmart;Users who have shown high brand affinity with PetSmart
og369;; Brand Affinity/Pizza Hut;Users who have shown high brand affinity with Pizza Hut
og370;; Brand Affinity/Pottery Barn;Users who have shown high brand affinity with Pottery Barn
og372;; Brand Affinity/Priceline;Users who have shown high brand affinity with Priceline
og373;; Brand Affinity/ProFlowers;Users who have shown high brand affinity with ProFlowers
og374;; Brand Affinity/Quality Health;Users who have shown high brand affinity with Quality Health
og375;; Brand Affinity/QVC;Users who have shown high brand affinity with QVC
og376;; Brand Affinity/RadioShack;Users who have shown high brand affinity with RadioShack
og377;; Brand Affinity/Ralph Lauren;Users who have shown high brand affinity with Ralph Lauren
og378;; Brand Affinity/Red Lobster;Users who have shown high brand affinity with Red Lobster
og379;; Brand Affinity/Redbox;Users who have shown high brand affinity with Redbox
og380;; Brand Affinity/REI;Users who have shown high brand affinity with REI
og381;; Brand Affinity/Restaurant.com;Users who have shown high brand affinity with Restaurant.com
og382;; Brand Affinity/RiteAid;Users who have shown high brand affinity with RiteAid
og383;; Brand Affinity/Safeway;Users who have shown high brand affinity with Safeway
og384;; Brand Affinity/Saks;Users who have shown high brand affinity with Saks
og385;; Brand Affinity/Sally Beauty Supply;Users who have shown high brand affinity with Sally Beauty Supply
og386;; Brand Affinity/Sam's Club;Users who have shown high brand affinity with Sam's Club
og388;; Brand Affinity/Sears;Users who have shown high brand affinity with Sears
og389;; Brand Affinity/Sephora;Users who have shown high brand affinity with Sephora
og390;; Brand Affinity/Seventh Avenue;Users who have shown high brand affinity with Seventh Avenue
og391;; Brand Affinity/ShoeDazzle;Users who have shown high brand affinity with ShoeDazzle
og392;; Brand Affinity/Shutterfly;Users who have shown high brand affinity with Shutterfly
og394;; Brand Affinity/Southwest Airlines;Users who have shown high brand affinity with Southwest Airlines
og395;; Brand Affinity/Sports Authority;Users who have shown high brand affinity with Sports Authority
og397;; Brand Affinity/Staples;Users who have shown high brand affinity with Staples
og398;; Brand Affinity/Starwood Hotels Resorts;Users who have shown high brand affinity with Starwood Hotels Resorts
og402;; Brand Affinity/Texas Roadhouse;Users who have shown high brand affinity with Texas Roadhouse
og403;; Brand Affinity/TGI Fridays;Users who have shown high brand affinity with TGI Fridays
og404;; Brand Affinity/The Children's Place;Users who have shown high brand affinity with The Children's Place
og405;; Brand Affinity/The Knot;Users who have shown high brand affinity with The Knot
og406;; Brand Affinity/The North Face;Users who have shown high brand affinity with The North Face
og407;; Brand Affinity/Toys'R'Us;Users who have shown high brand affinity with Toys'R'Us
og408;; Brand Affinity/Travelocity;Users who have shown high brand affinity with Travelocity
og409;; Brand Affinity/Travelzoo;Users who have shown high brand affinity with Travelzoo
og411;; Brand Affinity/TurboTax;Users who have shown high brand affinity with TurboTax
og412;; Brand Affinity/UGG Australia;Users who have shown high brand affinity with UGG Australia
og413;; Brand Affinity/ULTA;Users who have shown high brand affinity with ULTA
og416;; Brand Affinity/Urban Outfitters;Users who have shown high brand affinity with Urban Outfitters
og417;; Brand Affinity/Verizon Wireless;Users who have shown high brand affinity with Verizon Wireless
og418;; Brand Affinity/Victoria's Secret;Users who have shown high brand affinity with Victoria's Secret
og419;; Brand Affinity/Vistaprint;Users who have shown high brand affinity with Vistaprint
og420;; Brand Affinity/Walgreens;Users who have shown high brand affinity with Walgreens
og422;; Brand Affinity/Wayfair;Users who have shown high brand affinity with Wayfair
og423;; Brand Affinity/Weight Watchers;Users who have shown high brand affinity with Weight Watchers
og424;; Brand Affinity/Wet Seal;Users who have shown high brand affinity with Wet Seal
og426;; Brand Affinity/Zales;Users who have shown high brand affinity with Zales
og427;; Brand Affinity/Zappos;Users who have shown high brand affinity with Zappos
og428;; Brand Affinity/Zazzle;Users who have shown high brand affinity with Zazzle
og429;; Brand Affinity/zulily;Users who have shown high brand affinity with zulily
og237;; Brand Affinity/Avon;Users who have shown high brand affinity with Avon
